name,handle,date,text,replys,retweets,likes
Citizens for Ethics,@CREWcrew,2021-07-17 03:00:27+00:00,"Citizens for EthicsSure looks like a Trump property is improperly displaying the presidential seal in violation of federal law...again.
citizensforethics.org
Trump Organization improperly uses presidential seal at Trump property. Again. - CREW | Citizens...
DOJ should investigate whether Trump National Golf Club Bedminster is improperly displaying the presidential seal in violation of the law.
358
2.8K
5.2K",358,2.8K,5.2K
Liz Harrington,@realLizUSA,2021-07-17 03:41:05+00:00,"Liz HarringtonREAD!

President Donald J. Trump:

""Fox News and other media outlets incorrectly side with the outdated and terrible Maricopa County Election Board to report no fraud found in the Presidential Election""
948
2.5K
5.5K",948,2.5K,5.5K
John Cleese,@JohnCleese,2021-07-17 09:56:38+00:00,"John CleeseAs James O'Brien points out, the anti-vaccers are hand-in-hand with the radicalised Trump supporters

And , with infections soaring among the unvaccinated,
who are we to interfere with their good work ?
362
323
3.1K",362,323,3.1K
Jenna Ellis,@JennaEllisEsq,2021-07-17 13:49:52+00:00,"Jenna EllisAudit the RNC.

What happened to the $200+ million raised in the name of helping the Trump Legal Team?
861
6.6K
24.7K",861,6.6K,24.7K
Outspoken,@Out5p0ken,2021-07-17 13:57:45+00:00,"OutspokenIn 3 days, Secret Service protection ceases for extended Trump family. 

6 months from January 20, 2022 = Tuesday, July 20, 2021.
442
1.9K
10.5K",442,1.9K,10.5K
Richard Signorelli,@richsignorelli,2021-07-17 17:56:27+00:00,"Richard SignorelliCase of beer to first prosecutor to charge and arrest Trump.
714
1.3K
10.9K",714,1.3K,10.9K
Citizens for Ethics,@CREWcrew,2021-07-17 21:30:46+00:00,"Citizens for EthicsThe Trump Organization improperly used the presidential seal at a Trump golf course. Again.
citizensforethics.org
Trump Organization improperly uses presidential seal at Trump property. Again. - CREW | Citizens...
DOJ should investigate whether Trump National Golf Club Bedminster is improperly displaying the presidential seal in violation of the law.
364
2.2K
4.4K",364,2.2K,4.4K
Chip FranklinInsideTheBeltway.com,@chipfranklin,2021-07-17 21:41:55+00:00,"Chip FranklinInsideTheBeltway.comI like Saturday's without Trump.

Who's with me? 
481
618
9.4K",481,618,9.4K
Jim Acosta,@Acosta,2021-07-17 21:43:54+00:00,"Jim AcostaSomebody let us know if Trump is spotted in a White Ford Bronco on the run with Rudy Giuliani. Some thoughts on Trump's ""if I did it"" moment this week...
cnn.com
Acosta: Here's why Biden's speech isn't enough - CNN Video
CNN's Jim Acosta explains why President Joe Biden's speech about former President Donald Trump's Big Lie and the January 6 insurrection doesn't do enough to protect our democracy.
425
1.2K
6.3K",425,1.2K,6.3K
Claire McCaskill,@clairecmc,2021-07-17 21:50:32+00:00,"Claire McCaskillTrump took the vaccine in January.
717
8.3K
42.3K",717,8.3K,42.3K
Khashoggi’s Ghost,@UROCKlive1,2021-07-17 21:52:07+00:00,"Khashoggi’s GhostCan everyone please report 
@realLizUSA
 for pretending to be Trump, who is banned from this platform?
487
1.3K
2.9K",487,1.3K,2.9K
Jon Cooper,@joncoopertweets,2021-07-17 21:55:49+00:00,"Jon CooperArizona GOP is worried that Trump's phony election “audit” has destroyed their chance at picking up a Senate seat
rawstory.com
Arizona GOP worried Trump's audit has destroyed their chance at picking up a Senate seat: report
According to a report from CNN, high-ranking officials in the Arizona Republican Party fear any chance they might have had of reclaiming a U.S. Senate seat has been irreparably crippled by the...
911
1.5K
7.3K",911,1.5K,7.3K
Secret Agent Number Six,@DesignationSix,2021-07-17 23:11:28+00:00,"Secret Agent Number SixDonald Trump who is banned from twitter for inciting violence appears to be using 
@realLizUSA
 to send tweets. This account should be permanently suspended.
415
3.1K
5.6K",415,3.1K,5.6K
Patriotic Bacon,@Sassychickie,2021-07-17 23:20:07+00:00,"Patriotic BaconMy car won't start. What was the cause:
1) Systemic racism
2) Climate Change
3) Donald Trump
4) Left my lights on
1.1K
906
4.4K",1.1K,906,4.4K
Terrence K. Williams,@w_terrence,2021-07-17 23:20:08+00:00,"Terrence K. WilliamsSo this man received more votes than Obama and President Trump?

I don’t believe it! 

Who’s with me 
1.1K
1.8K
13.1K",1.1K,1.8K,13.1K
Ron DeSantis,@GovRonDeSantis,2021-07-17 23:26:29+00:00,"Ron DeSantisThe disaster at our border is a direct result of the Biden Administration ending Trump border policies that curbed illegal immigration, the influx of drugs, and human smuggling.
1.3K
2.8K
12.6K",1.3K,2.8K,12.6K
Jake Tapper,@jaketapper,2021-07-18 00:08:01+00:00,"Jake TapperI’ve said it before and I will say it again: Operation Warp Speed, approved by then-President Trump, is a remarkable accomplishment. 

For his fans to not get vaccinated is an insult to that accomplishment.
3.4K
5.8K
46.3K",3.4K,5.8K,46.3K
Jim Acosta,@Acosta,2021-07-18 00:23:21+00:00,"Jim AcostaRegarding the revelations from the Trump books this week… When we have entered the realm of coups and Hitler, we have to ask why GOP leaders are meeting with Trump…
youtube.com
Acosta: When we have entered the realm of coups and Hitler, we have...
CNN's Jim Acosta explains why President Joe Biden's speech about former President Donald Trump's Big Lie and the January 6 insurrection doesn't do enough to ...
847
4.8K
17.7K",847,4.8K,17.7K
RSBN,@RSBNetwork,2021-07-18 00:25:05+00:00,"RSBN""Donald Trump won the last election, and he's gonna win the next one!""

Keep fighting 
@RepMattGaetz
!!!
1K
3K
11.1K",1K,3K,11.1K
Liz Harrington,@realLizUSA,2021-07-18 03:00:48+00:00,"Liz HarringtonICYMI: ""Trump says people will be 'shocked' by alleged fraud evidence in Arizona, Georgia""
justthenews.com
Trump says people will be 'shocked' by alleged fraud evidence in Arizona, Georgia
Numbers will be ""extraordinarily big and highly determinative.""
794
858
3K",794,858,3K
Devin Nunes Mom,@NotDevinsMom,2021-07-18 11:22:23+00:00,"Devin Nunes MomFlorida and Texas are the dumbest Redneck Q-Anon MAGA Trump Republican states and you should escape if you can before they kill you with stupidity, Covid or their guns. Each day they out stupid each other.
480
415
1.3K",480,415,1.3K
Maria,@mliz77,2021-07-18 11:54:33+00:00,"MariaDid Democrats push big tech to ban Donald Trump?
943
1.7K
6.6K",943,1.7K,6.6K
Steve Ferguson,@lsferguson,2021-07-18 12:02:30+00:00,"Steve FergusonPresident Trump was deposed by a rigged election. This was a coup.  Prove me wrong
413
628
2.1K",413,628,2.1K
George Conway,@gtconway3d,2021-07-18 12:44:07+00:00,"George ConwayJust came across this interview of Jerrold Post, a man who headed the CIA’s psychological profiling units. From December 2019:

“Should Trump lose narrowly, I think we can be assured that he will not concede early. Trump may not even recognize the legitimacy of the election.”
Salon
@Salon
 · Dec 2, 2019
Former CIA profiler Jerrold Post on Donald Trump's ""dangerous charisma"" https://ift.tt/2ReHdTR
388
2.8K
11.7K",388,2.8K,11.7K
Rob Reiner,@robreiner,2021-07-18 13:37:07+00:00,"Rob ReinerTomorrow the first of hundreds of Insurrectionists will be sentenced to prison. This man didn’t act on his own. He had a leader. That leader’s name is Donald J. Trump.
1.1K
8.8K
45.3K",1.1K,8.8K,45.3K
Ally Oop,@novelidea14,2021-07-18 15:37:16+00:00,"Ally OopDoes Lindsay Graham wash his mouth after kissing Trump’s ass?
449
356
1.8K",449,356,1.8K
Justin Baragona,@justinbaragona,2021-07-18 16:04:33+00:00,"Justin BaragonaMichael Wolff: ""You are the flip side of Donald Trump...  most people don’t want to turn to Brian Stelter to tell us what’s real.""

Stelter: ""Then why did you bother coming on CNN a few times this week?""

Wolff: ""You know, I’m a book salesman.""
392
698
2.1K",392,698,2.1K
Andrew Weinstein,@Weinsteinlaw,2021-07-18 16:55:46+00:00,"Andrew WeinsteinHey MAGA crowd: Donald Trump was treated with monoclonal antibodies in October and received the COVID vaccine in January - the very minute he was eligible. If he didn’t wait, why would you?
480
11K
53.1K",480,11K,53.1K
Frank Luntz,@FrankLuntz,2021-07-18 16:56:54+00:00,"Frank LuntzHere’s a thread from around Election Day of prominent Democrats casting (baseless) suspicions on the COVID vaccine.

If Trump had won reelection, we’d likely be looking at the same political opposition to the vaccine – but with the parties reversed.
Drew Holden
@DrewHolden360
 · Nov 10, 2020
Thread

Pfizer announced positive trial results for their coronavirus vaccine today. That’s great news, but it’s undermined when Dems & others have pushed a conspiracy that, because Orange Man Bad, the vaccine won’t work.

Don’t remember? Well follow me down memory lane.
Show this thread
1.2K
460
1.1K",1.2K,460,1.1K
Scott Dworkin,@funder,2021-07-18 17:01:58+00:00,"Scott DworkinIf we put a trump label on the vaccines would his followers get the shot?
690
723
5.3K",690,723,5.3K
Josh Jordan,@NumbersMuncher,2021-07-18 17:04:58+00:00,"Josh JordanTrump giving the base the exact message they want of being against the COVID vaccine because if the election was stolen, clearly you can't trust the Biden administration to administer the COVID vaccine that Trump himself is taking credit for creating.

Yeah, my head hurts too.
484
731
2.6K",484,731,2.6K
Nick Adams,@NickAdamsinUSA,2021-07-18 17:16:43+00:00,"Nick AdamsWas Joe Biden actually behind Big Tech banning President Trump in January?
595
1.7K
5.1K",595,1.7K,5.1K
Scott MacFarlane,@MacFarlaneNews,2021-07-18 17:44:15+00:00,"Scott MacFarlaneTHREAD:   The Insurrection denial & the protestors outside the Washington DC jail this weekend.  This group rode a bus, coming in from Illinois, New York, Idaho, among other parts of the country.  Carrying upside down flag, Trump signs, describing Jan 6 defendants as ""victims""
480
864
1.4K",480,864,1.4K
Mark Jacob,@MarkJacob16,2021-07-18 17:54:53+00:00,"Mark JacobTrump is now depicting vaccine refusal as an expression of support for him. Does he want to become Jim Jones?
1.5K
2K
7.8K",1.5K,2K,7.8K
Philip Rucker,@PhilipRucker,2021-07-19 11:49:44+00:00,"Philip RuckerEXCERPT —> Inside Trump’s feverish mind. 
@CarolLeonnig
 and my 2.5 hour Mar-a-Lago sit-down for I ALONE CAN FIX IT.

Trump takes on Pence, McConnell, Barr. Claims he’d beat Washington-Lincoln ticket. Still spreads conspiracies. Plus Laura Ingraham cameo.
vanityfair.com
“I’m Getting the Word Out”: Inside the Feverish Mind of Donald Trump Two Months After Leaving the...
In an hours-long interview with Carol Leonnig and Philip Rucker for their book I Alone Can Fix It, the former president repeated his election lies, bashed Mitch McConnell (“he’s a stupid person”),...
302
804
2.1K",302,804,2.1K
GovExec,@GovExec,2021-07-19 12:42:00+00:00,"GovExecDOJ Will Not Prosecute Trump Officials After IG Referred Findings of False Testimony on Census https://govexec.com/management/2021/07/doj-will-not-prosecute-trump-officials-after-ig-referred-findings-false-testimony-census/183843/…
533
1K
569",533,1K,569
Carol Leonnig,@CarolLeonnig,2021-07-19 12:46:51+00:00,"Carol LeonnigNEW >> Trump regrets almost nothing - but he  told us he has one regret from his presidency:  he wishes he had unleashed US military on Black Lives Matter and civil rights protesters in the  summer of 2020.
From my book w 
@PhilipRucker
  #IALONECANFIXIT
vanityfair.com
“I’m Getting the Word Out”: Inside the Feverish Mind of Donald Trump Two Months After Leaving the...
In an hours-long interview with Carol Leonnig and Philip Rucker for their book I Alone Can Fix It, the former president repeated his election lies, bashed Mitch McConnell (“he’s a stupid person”),...
905
3.2K
4.9K",905,3.2K,4.9K
Glenn Greenwald,@ggreenwald,2021-07-19 13:14:42+00:00,"Glenn GreenwaldToday, Paul Hodgkins will be the first 1/6 defendant sentenced on a felony guilty plea. He engaged no violence. His crime: entered the Capitol wearing a Trump t-shirt, held a Trump flag, took a selfie with Q Shaman. Prosecutors want 18 months in prison:
huffpost.com
Man Faces 1st Sentencing For Felony In Riot At U.S. Capitol
A Florida man who breached the U.S. Senate chamber carrying a Trump campaign flag is scheduled to become the first Jan. 6 rioter sentenced for a felony.
1.9K
3.5K
7.7K",1.9K,3.5K,7.7K
Jon Cooper,@joncoopertweets,2021-07-19 13:17:45+00:00,"Jon CooperDepartment of Justice Will Not Prosecute Trump Officials After IG Referred Findings of False Testimony on the Census
govexec.com
DOJ Will Not Prosecute Trump Officials After IG Referred Findings of False Testimony on Census
Investigators verified that former Commerce Secretary Wilbur Ross misled Congress, but the Justice Department said it won't pursue prosecution.
418
477
446",418,477,446
Jeff Tiedrich,@itsJeffTiedrich,2021-07-19 14:41:17+00:00,"Jeff TiedrichDonald Trump demanding endless praise for the vaccine he now demands you don't take is all the proof you need that the family of raccoons living inside his head have finally chewed through the wiring
658
7.8K
42.3K",658,7.8K,42.3K
Ben Shapiro,@benshapiro,2021-07-19 15:26:11+00:00,"Ben ShapiroI enjoy the establishment media accusing Daily Wire of using outrage as a business model after spending years building their subscriptions by selling rabid, hysterical outrage over everything Trump-related. So much so that they're STILL printing Trump stories for the clicks.
512
1.1K
9.1K",512,1.1K,9.1K
Bernie Sanders,@BernieSanders,2021-07-19 15:52:25+00:00,"Bernie SandersHere is what the modern Republican Party is all about: cult-like devotion to Trump, big lies and conspiracy theories, voter suppression, climate denial and anti-science vaccine rejection. For the sake of our kids and future generations, they cannot be allowed to prevail.
1.1K
4.7K
26.3K",1.1K,4.7K,26.3K
Rob Reiner,@robreiner,2021-07-19 15:55:25+00:00,"Rob ReinerWilbur Ross lied under oath to Congress. Yet AG Garland won’t prosecute. If this pattern continues and Trump is not held accountable for his mountain of Crimes, the Rule of Law and Democracy itself will be no more.
1.3K
7.9K
29.6K",1.3K,7.9K,29.6K
Darren Samuelsohn,@dsamuelsohn,2021-07-19 16:25:49+00:00,"Darren SamuelsohnNEW: Another newsy nugget from the 
@thisisinsider
 Trump oral history project. 

Corey Lewandowski acknowledges Trump 2016 did indeed pay actors to appear at the Trump Tower campaign announcement event.
businessinsider.com
Former Trump aide Corey Lewandowski says campaign paid actors to appear at his 2016 presidential...
Insider reported this moment as part of its definitive oral history of how Trump would rise to become king of the Republican Party.
547
2.1K
3K",547,2.1K,3K
MSNBC,@MSNBC,2021-07-19 16:30:55+00:00,"MSNBCBREAKING: Florida man who was seen carrying a large ""Trump 2020"" flag on the floor of the US Senate during the Capitol riot receives 8 months in prison in the first felony sentence from the Jan. 6 attack.
nbcnews.com
Florida man gets 8 months in prison in 1st felony sentence from Capitol riot
Paul Allard Hodgkins, 38, of Tampa, was arrested Feb. 16 and pleaded guilty last month to a single felony count of obstructing an official proceeding.
677
510
2.1K",677,510,2.1K
Laurence Tribe,@tribelaw,2021-07-19 16:36:35+00:00,"Laurence TribeHere I explain why it’s vital for  access to justice, the rule of law, and democracy’s very survival that Merrick Garland not compound his misstep in backing Donald Trump against E. Jean Carroll by now backing Mo Brooks against Eric Swalwell 
@GlobeOpinion
bostonglobe.com
Merrick Garland’s insurrection ruling and democracy’s destiny - The Boston Globe
The attorney general should not let Mo Brooks off the hook for his role in the insurrection.
489
3.1K
6.3K",489,3.1K,6.3K
Ari Berman,@AriBerman,2021-07-19 17:44:25+00:00,"Ari BermanPaul Hodgkins, white Trump supporter, gets 8 months in prison for trying to violently overthrow US government

Crystal Mason, Black woman in TX, got 5 years in prison for casting provisional ballot on supervised release that wasn't even counted 

Two justice systems in America
441
6.4K
13.2K",441,6.4K,13.2K
Aaron Rupar,@atrupar,2021-07-19 17:45:05+00:00,"Aaron RuparReporter: Is Biden considering giving Trump more credit for the Covid vaccines?
565
663
3.5K",565,663,3.5K
Rachel Maddow MSNBC,@maddow,2021-07-19 19:41:06+00:00,"Rachel Maddow MSNBC""The bottom line is striking: 

Five times a member of Trump's cabinet was referred to the Justice Department for possible prosecution. 

Five times nothing happened.""
msnbc.com
Agency watchdog: Trump cabinet chief provided false testimony
Five times a member of Trump's cabinet was referred to the Justice Department for possible prosecution. Five times nothing happened.
859
5.3K
10.9K",859,5.3K,10.9K
Joe Walsh,@WalshFreedom,2021-07-19 19:53:10+00:00,"Joe WalshDonald Trump lost in 2020, fair and square.
589
1.9K
18.2K",589,1.9K,18.2K
Sahil Kapur,@sahilkapur,2021-07-19 21:31:01+00:00,"Sahil KapurConservative position on infrastructure funding has hardened

1. No reversing the Trump tax cuts

2. No tax hikes of any kind

3. No extra IRS money for tougher enforcement of existing tax laws
955
1.6K
2.6K",955,1.6K,2.6K
Seth Abramson,@SethAbramson,2021-07-19 22:54:35+00:00,"Seth AbramsonJim Jordan is a witness in the January 6 probe due to his presence at a planning meeting for January 6 on December 21 at the White House—and his possible presence in one of the Trump war rooms pre-January 6. He should be blocked from the Committee due to his conflict of interest.
Acyn
@Acyn
 · Jul 20
377
3.2K
7.6K",377,3.2K,7.6K
Manu Raju,@mkraju,2021-07-19 23:15:42+00:00,"Manu RajuJim Jordan, asked what Republicans want to accomplish on the Jan. 6 select committee, attacked Democrats. “This is about going after President Trump,” he told me. Said Democrats don’t want to focus on other issues.
720
546
2.2K",720,546,2.2K
Covie,@covie_93,2021-07-19 23:42:28+00:00,"CovieYeah, trump told mccarthy to put jim jordan on that committee.
291
542
2.7K",291,542,2.7K
Preet Bharara,@PreetBharara,2021-07-20 00:16:33+00:00,"Preet BhararaI see people fading from view now trying to be relevant and make waves by acting like Trump. Who am I talking about?
1.3K
1.2K
13.8K",1.3K,1.2K,13.8K
Matthew Miller,@matthewamiller,2021-07-20 00:24:05+00:00,"Matthew MillerSeen a lot of people today pointing the finger at Garland for DOJ's decision not to prosecute Ross, but according to AP, the decision was made by the Trump DOJ a year and a half ago.
apnews.com
Watchdog: Ross misled on reason for citizenship question
President Donald Trump’s commerce secretary misled Congress about why he sought to add a citizenship question to the 2020 Census, according to an investigation from the Office of Inspector General,...
364
1.9K
3.1K",364,1.9K,3.1K
Newsmax,@newsmax,2021-07-20 01:16:54+00:00,"Newsmax.
@Jim_Jordan
 on being appointed to the Jan. 6th Select Committee: ""We know what this is. This is impeachment Round 3... What are they going to do? The same old thing, go after President Trump."" 
@stinchfield1776
724
691
1.9K",724,691,1.9K
Palmer Report,@PalmerReport,2021-07-20 06:04:38+00:00,"Palmer ReportThe AP now admits it got the Wilbur Ross story entirely wrong. It was the Trump-Barr DOJ that decided not to prosecute him. Merrick Garland had nothing to do with it. So everyone spent all day demanding Garland’s resignation over something that turned out to be a phony story.
318
3.1K
7.4K",318,3.1K,7.4K
Outspoken,@Out5p0ken,2021-07-20 12:45:06+00:00,"OutspokenSecret Service protection ends today for Trump spawn. 

Good morning 
644
2.3K
19.3K",644,2.3K,19.3K
Devlin Barrett,@DevlinBarrett,2021-07-20 12:52:32+00:00,"Devlin BarrettScoop: Justice Dept is quietly seeking a 50-year bar to release of grand jury material - a rule which, if adopted by the courts, would keep Mueller-Trump records secret until 2069...
washingtonpost.com
Justice Department seeks 50-year bar to release of grand jury material
Critics say the proposed change, and a new rule for gag orders, would build higher walls of secrecy around federal investigations.
558
2.4K
1.6K",558,2.4K,1.6K
Michael Kugelman,@MichaelKugelman,2021-07-20 15:29:36+00:00,"Michael KugelmanToday I was asked on an Indian TV show if the Pegasus controversy is a global media conspiracy hatched against India because of Modi's close ties to Trump. 
                                    
490
2.6K
15.6K",490,2.6K,15.6K
WTFGOP?,@DogginTrump,2021-07-20 15:37:02+00:00,"WTFGOP?On todays episode of I DONT GIVE A FUCK

Linda Zuern, an Unvaccinated trump supporter who spread coronavirus conspiracy theories has died from COVID

Darwin strikes again

Anybody care?
507
589
3.2K",507,589,3.2K
Aaron Rupar,@atrupar,2021-07-20 16:01:31+00:00,"Aaron RuparI'm here for Tom Brady and President Biden cracking jokes at Trump's expense
Acyn
@Acyn
 · Jul 20
Brady: Not a lot of people think we could’ve won. In fact, I think about 40% of the people still don’t think we won
Biden: I understand that
Show this thread
496
2.2K
13.5K",496,2.2K,13.5K
Resist Programming,@RzstProgramming,2021-07-20 16:16:35+00:00,"Resist ProgrammingUnvaccinated Trump supporter Linda Zuern, a former Massachusetts Republican State Committee candidate who spread coronavirus conspiracy theories online, has died of COVID-19.
852
2.2K
4.5K",852,2.2K,4.5K
Keith Malinak,@KeithMalinak,2021-07-20 16:29:38+00:00,"Keith MalinakThe media is fixated on ""unvaccinated Trump supporters"" while giving ZERO attention to the ""Vaccinated Texas Democrats"" bringing a COVID outbreak directly to DC.

Don't tell me this isn't a political issue.
Cernovich
@Cernovich
 · Jul 18
Interesting turn of events.
576
1K
2.5K",576,1K,2.5K
Nick Adams,@NickAdamsinUSA,2021-07-20 16:37:57+00:00,"Nick AdamsLeave unvaccinated Trump supporters alone.
1.8K
1.5K
5.6K",1.8K,1.5K,5.6K
Kate,@ImSpeaking13,2021-07-20 16:39:43+00:00,"KateWhen an unvaccinated Trump supporter who actively spread lies, putting others at risk, dies of COVID-19…that’s karma. Sorry not sorry.
312
596
4K",312,596,4K
Plastic Martyr,@plasticmartyr,2021-07-20 17:03:23+00:00,"Plastic MartyrAn unvaccinated Trump supporter Linda Zuern, who spread coronavirus conspiracy theories online, just died of COVID-19

Alexa, Play ""Ironic"" by Alanis Morissette. 

#GetVaccinated folks. Don't be like Linda.
353
1.2K
4.3K",353,1.2K,4.3K
The Hill,@thehill,2021-07-20 17:08:32+00:00,"The HillRep. Steve Scalise: ""I still have yet to hear Kamala Harris or Joe Biden apologize for publicly criticizing the vaccine, which they did many, many times... last year when Donald Trump was president.""
974
534
1K",974,534,1K
Julia Davis,@JuliaDavisNews,2021-07-20 17:19:33+00:00,"Julia DavisUnvaccinated Trump supporter who spread coronavirus conspiracy theories dies of COVID-19.
rawstory.com
Unvaccinated Trump supporter who spread coronavirus conspiracy theories dies of COVID-19
On Tuesday, the Cape Cod Times reported that Linda Zuern, a former member of the Bourne, Massachusetts Board of Selectmen and a Trump-supporting figure in the local Republican Party, had died of...
337
823
1.7K",337,823,1.7K
Jonathan Chait,@jonathanchait,2021-07-20 17:22:11+00:00,"Jonathan ChaitWhy I think this is quite seriously the worst day of Donald Trump's life
nymag.com
Biden, Tom Brady Mock Trump in Trump Nightmare Come to Life
It’s the sum of all Trump fears.
437
2.2K
11.9K",437,2.2K,11.9K
Dustin Mills,@Blackclover481,2021-07-20 17:56:34+00:00,"Dustin MillsBREAKING NEWS Mike Lindell Claims 'Real Totals' From 2020 Election Are Trump 80M, Biden Below 68M! thoughts ?
1.1K
2K
6.4K",1.1K,2K,6.4K
Representative Mike Loychik,@MikeLoychik,2021-07-20 18:29:14+00:00,"Representative Mike LoychikUnvaccinated Trump supporters should be free to live their lives without harassment from Dr. Fauci.
411
471
1.6K",411,471,1.6K
Tim Miller,@Timodc,2021-07-20 18:58:53+00:00,"Tim MillerTrump 2016 Rap Sheet.
- Campaign Chairman (Manafort)
- Campaign CEO (Bannon)
- National Security Advisor (Flynn)
- Deputy Campaign Manager (Gates)
- Lawyer (Cohen)
- Fixer (Stone)
- Finance Chair (Barrack)

Unprecedented
Tom Winter
@Tom_Winter
 · Jul 20
NEW: Thomas Barrack, former chairman of the Trump Inaugural and Trump confidant, was arrested on federal charges in Los Angeles this morning, multiple law enforcement officials tell @anblanx and @PeteWilliamsNBC 

It's not clear what he's been charged with yet...
Show this thread
465
4.2K
9.7K",465,4.2K,9.7K
Mark Mazzetti,@MarkMazzettiNYT,2021-07-20 19:13:27+00:00,"Mark MazzettiOne of the mysteries of Trump's first six months was why the administration came out of the gate so hot for Saudi and UAE--with Trump traveling to Saudi Arabia and then going along with the Qatar blockade. The Tom Barrack indictment explains a lot.
302
3.6K
13.3K",302,3.6K,13.3K
Glenn Kirschner,@glennkirschner2,2021-07-20 19:16:29+00:00,"Glenn KirschnerTrump loyalist Tom Barrack charged w/being an Unlawful Foreign Agent for the United Arab Emirates (UAE) while working as an advisor to Trump. He even inserted language into a Trump speech praising UAE. So Barrack (& by extension Trump) were doing what was best for UAE (not USA).
474
5K
15.1K",474,5K,15.1K
Seth Abramson,@SethAbramson,2021-07-20 19:22:06+00:00,"Seth AbramsonThe five famous people in America having the worst day today are Donald Trump, Donald Trump Jr., Jared Kushner, Michael Flynn, and Thomas Barrack

And I wouldn't be thrilled to be Paul Manafort either
340
2.5K
12.5K",340,2.5K,12.5K
Seth Abramson,@SethAbramson,2021-07-20 19:25:02+00:00,"Seth AbramsonIt's no exaggeration to say that I wouldn't have been able to keep any sense of emotional balance over the last 5 years of being right about Trump and his circle and being brutally attacked for it daily were it not for the ~920K who read this Twitter feed

My thanks to all of you
396
731
7.9K",396,731,7.9K
Scott Dworkin,@funder,2021-07-20 19:35:31+00:00,"Scott DworkinHere’s video I found of Donald and Ivanka Trump doing business in the United Arab Emirates. Trump’s inaugural fund chairman Tom Barrack was just arrested for illegally lobbying for the UAE. Let’s make this viral.
From 
Scott Dworkin
562
10K
13.2K",562,10K,13.2K
chris evans,@chris_notcapn,2021-07-20 19:35:33+00:00,"chris evansUnvaccinated Trump supporter Linda Zuern promoted conspiracy theories about the pandemic on Facebook. 

She claimed COVID-19 is cover for ""globalists"" 

This week she died of complications from COVID-19.

 https://rawstory.com/unvaccinated-trump-supporter/…
318
431
1K",318,431,1K
Kate,@ImSpeaking13,2021-07-20 19:37:57+00:00,"KateDecades from now, I hope toilets are called Trumps so the American people can shit on him forever.
364
694
4K",364,694,4K
Dan Rather,@DanRather,2021-07-20 19:50:22+00:00,"Dan RatherGotta confess. Didn’t have Tom Brady trolling Donald Trump at the White House on my July bingo card.
1.3K
6.9K
81.6K",1.3K,6.9K,81.6K
Jake Lobin,@JakeLobin,2021-07-20 19:51:42+00:00,"Jake LobinNow that Thomas Barrack, another trump henchman has been arrested, I'm REALLY starting to think that his claim of having ""only the best people"" was just a bunch of bullshit.
283
868
4.5K",283,868,4.5K
Right Wing Cope,@RightWingCope,2021-07-20 20:00:58+00:00,"Right Wing CopeThese guys tried putting up a ""Trump Won"" banner at a Tampa Bay Rays game... it didn't go too well
447
3.5K
23K",447,3.5K,23K
Spiro Agnew’s Ghost,@SpiroAgnewGhost,2021-07-20 20:04:32+00:00,"Spiro Agnew’s GhostDo NOT underestimate how important this massive indictment of Tom Barrack is re: his incredibly brazen work for UAE interests to influence Trump. It leads directly to Jared Kushner for interrelated reasons and in turn to Donald Trump.
289
3.2K
13.3K",289,3.2K,13.3K
Stephen Miller,@StephenM,2021-07-20 20:05:35+00:00,"Stephen MillerCovid vaccines were not politicized until Biden & Harris relentlessly tried to instigate vaccine hesitancy as a campaign tactic. To restore trust, they should apologize for spreading this misinformation. The Trump-produced vaccines are safe, effective & saving countless lives.
Jake Schneider
@jacobkschneider
 · Sep 7, 2020
Trump blasts Biden, Harris for 'anti-vaccine rhetoric' https://thehill.com/homenews/campaign/515376-trump-blasts-biden-harris-for-anti-vaccine-rhetoric…
451
479
1.7K",451,479,1.7K
Chip FranklinInsideTheBeltway.com,@chipfranklin,2021-07-20 20:21:34+00:00,"Chip FranklinInsideTheBeltway.comRaise your hand if you think Trump should be on trial for treason 
1.5K
2.7K
15.2K",1.5K,2.7K,15.2K
Daniel Dale,@ddale8,2021-07-20 20:40:40+00:00,"Daniel DaleThis is a fake “Trump statement” starting to make the rounds. (The person who initially posted it made clear it was satire, but others haven’t.)
320
652
2.3K",320,652,2.3K
PoliticsVideoChannel,@politvidchannel,2021-07-20 22:39:00+00:00,"PoliticsVideoChannelFrank Sinatra once told Donald Trump to “go f*** himself”
292
894
6.2K",292,894,6.2K
Candace Owens,@RealCandaceO,2021-07-20 22:46:43+00:00,"Candace OwensIf you’ve followed my work, you would know that I have ALWAYS been a major supporter of lowering drug prices and the best way to do that is to make prices transparent which Donald Trump fought for. 
You can watch my consistent opinion on this topic here: https://m.youtube.com/watch?v=cHWjEN7u1g4…
Sarah Owermohle
@owermohle
 · Jul 21
Candace Owens, the newest drug pricing advocate >> twitter.com/RealCandaceO/s…
443
537
3.1K",443,537,3.1K
Rob Reiner,@robreiner,2021-07-20 23:03:44+00:00,"Rob ReinerThomas Barrack, Trump’s longtime friend and Inaugural Chairman, has been indicted for Federal Crimes. Rick Wilson strikes again: “Everything Trump touches dies.”
537
3.9K
25K",537,3.9K,25K
Wu-Tang Is For The Children,@WUTangKids,2021-07-20 23:09:43+00:00,"Wu-Tang Is For The ChildrenMorons at the Rays game tried to unfurl a Trump banner and it got snagged 
From 
Right Wing Cope
1K
6.3K
35.1K",1K,6.3K,35.1K
